鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
梧棲區,土地,民生段361~390地號,211.0,其他,,,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6383000,30251,,0.0,0,,RPVOMLTLOHNFFFB86CA
沙鹿區,土地,北勢坑段六路厝小段1~30地號,80.8,住,,,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3666300,45375,,0.0,0,"因拆屋還地訴訟,由共有人承買",RPSNMLMJPHNFFFB28CA
沙鹿區,土地,鹿寮段811~840地號,2856.0,住,,,1070501,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,85357272,29887,,0.0,0,,RPQNMLTLOHNFFFB88CA
梧棲區,土地,梧棲段31~60地號,302.0,住,,,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10505825,34788,,0.0,0,,RPSNMLTLOHNFFFB09CA
清水區,土地,武秀段691~720地號,138.68,住,,,1070601,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2307313,16638,,0.0,0,持分買賣，他人占用,RPVNMLTLOHNFFFB76CA
大甲區,土地,日新段421~450地號,9056.72,,一般農業區,農牧用地,1070501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20300000,2241,,0.0,0,,RPVNMLTKPHNFFEB66CA
大甲區,房地(土地+建物),臺中市大甲區工二路1~30號,70.0,,工業區,丁種建築用地,1070601,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0811101,169.54,4,2,3,有,無,5900000,34800,,0.0,0,,RPQNMLPJPHNFFEB28CA
大甲區,土地,順帆段61~90地號,199.0,,特定農業區,甲種建築用地,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2800000,14070,,0.0,0,,RPPNMLPKPHNFFEB28CA
后里區,房地(土地+建物),臺中市后里區公安路145巷1~30號,97.0,住,,,1070501,土地2建物1車位0,全,,透天厝,,,,167.85,3,1,2,有,無,8300000,49449,,0.0,0,,RPUNMLKLPHNFFDB28CA
豐原區,房地(土地+建物)+車位,臺中市豐原區忠孝街79巷1~30號,39.9,商,,,1070601,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070209,154.16,3,2,2,有,有,9250000,60463,坡道平面,21.02,1200000,,RPPOMLKLPHNFFDB87CA
豐原區,房地(土地+建物)+車位,臺中市豐原區忠孝街79巷1~30號,37.06,商,,,1070601,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070209,143.21,3,2,2,有,有,8740000,60499,坡道平面,18.58,1200000,,RPQOMLKLPHNFFDB97CA
豐原區,房地(土地+建物)+車位,臺中市豐原區忠孝街79巷1~30號,39.33,商,,,1070601,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070209,151.95,3,2,2,有,有,9050000,60463,坡道平面,18.81,1000000,,RPROMLKLPHNFFDB08CA
豐原區,房地(土地+建物),臺中市豐原區中山路185巷1~30號,34.42,住,,,1070501,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810124,119.54,4,0,4,有,有,5550000,46428,,0.0,0,,RPPOMLTLOHNFFDB68CA
豐原區,房地(土地+建物),臺中市豐原區中陽路232巷1~30號,134.0,住,,,1070501,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0740610,109.11,5,3,3,有,無,8350000,76528,,0.0,0,,RPRNMLSLOHNFFDB68CA
神岡區,土地,大社東段1081~1110地號,44.52,其他,,,1070601,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,750000,16846,,0.0,0,,RPSNMLSLOHNFFDB78CA
豐原區,房地(土地+建物),臺中市豐原區向陽路31~60號,3.53,商,,,1070601,土地1建物1車位0,六層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830502,33.62,1,0,1,有,無,1550000,46104,,0.0,0,,RPVNMLSLOHNFFDB09CA
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路151~180號,28.4,商,,,1070501,土地1建物1車位2,十九層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030805,436.4,4,2,3,有,有,54880000,128019,坡道平面,38.96,4000000,,RPPPMLRLPHNFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路151~180號,28.04,商,,,1070501,土地1建物1車位2,三十三層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030805,439.08000000000004,4,2,3,有,無,59680000,141113,坡道平面,45.92,4200000,,RPRPMLRLPHNFFCB78CA
西屯區,房地(土地+建物),臺中市西屯區福瑞街138巷1~30號,15.99,住,,,1070601,土地2建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831021,130.69,3,1,2,有,有,3500000,26781,,0.0,0,,RPUOMLKMPHNFFCB38CA
豐原區,房地(土地+建物),臺中市豐原區慈龍街79巷1~30號,106.16,住,,,1070501,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1060413,210.05,4,2,3,有,無,17500000,83313,,0.0,0,,RPPPMLOJPHNFFDB18CA
后里區,土地,金城段241~270地號,254.0,,特定農業區,甲種建築用地,1070501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1721824,6779,,0.0,0,總價包含未辦保存建物(持分1/2),RPPOMLOJPHNFFDB08CA
豐原區,土地,南村段721~750地號,38.59,商,,,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2918350,75625,,0.0,0,,RPRNMLNJPHNFFDB08CA
豐原區,房地(土地+建物),臺中市豐原區圓環北路二段121~150號,9.65,住,,,1070601,土地1建物1車位0,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850717,96.25999999999999,3,1,2,有,有,4300000,44671,,0.0,0,,RPSNMLNJPHNFFDB18CA
神岡區,土地,圳堵段481~510地號,640.8,住,,,1070401,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22487850,35093,,0.0,0,含未辦保存建物。,RPPNMLTJPHNFFDB48CA
豐原區,房地(土地+建物),臺中市豐原區同安街31~60號,78.0,住,,,1070601,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,0630121,178.0,3,3,2,有,無,13600000,76404,,0.0,0,,RPXNMLLKPHNFFDB58CA
豐原區,房地(土地+建物),臺中市豐原區自強街61~90號,46.0,住,,,1070601,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0630121,121.11,3,3,2,有,無,7000000,57799,,0.0,0,,RPOOMLLKPHNFFDB77CA
西屯區,房地(土地+建物),臺中市西屯區中清路二段1386巷91~120號,109.24,住,,,1070601,土地2建物1車位0,全,五層,透天厝,見其他登記事項,見其他登記事項,0930910,196.41,4,3,3,有,有,16600000,84517,,0.0,0,,RPTNMLQLPHNFFCB68CA
南屯區,房地(土地+建物)+車位,臺中市南屯區五權西路二段1~30號,24.53,住,,,1070201,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970409,271.54999999999995,4,2,2,有,有,21500000,79175,坡道平面,46.48,0,,RPSOMLQLPHNFFCB68CA
西屯區,車位,臺中市西屯區市政路61~90號,2.15,商,,,1070601,土地0建物0車位1,,,其他,,,,33.33,0,0,0,有,有,2500000,,坡道平面,33.33,2500000,,RPQOMLOLPHNFFCB28CA
南屯區,房地(土地+建物)+車位,臺中市南屯區楓樹巷1~30號,24.85,住,,,1070601,土地1建物1車位2,二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060607,147.81,2,2,1,有,有,8050000,54462,坡道平面,0.0,0,,RPUPMLOLPHNFFCB78CA
南屯區,房地(土地+建物)+車位,臺中市南屯區忠勇路31~60號,17.07,住,,,1070401,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021017,174.36,4,2,2,有,有,10200000,58500,坡道平面,21.95,0,,RPXNMLLKPHNFFCB48CA
西屯區,房地(土地+建物)+車位,臺中市西屯區成都路211~240號,25.05,住,,,1070501,土地1建物2車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810125,177.96,4,2,2,有,有,7000000,39335,坡道平面,0.0,0,,RPVPMLLKPHNFFCB48CA
西屯區,房地(土地+建物)+車位,臺中市西屯區西安街277巷1~30號,19.85,住,,,1070501,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840418,126.64,3,2,2,有,有,6900000,54485,坡道機械,0.0,0,,RPPNMLLKPHNFFCB67CA
南屯區,房地(土地+建物)+車位,臺中市南屯區永春南路888巷211~240號,109.11,農,,,1070601,土地2建物1車位2,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1031223,302.35999999999996,4,2,5,有,有,17000000,56224,坡道平面,0.0,0,,RPTNMLLKPHNFFCB08CA
西屯區,房地(土地+建物),臺中市西屯區烈美街162巷1~30號,27.43,住,,,1070601,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741202,101.96000000000001,9,0,9,有,無,9000000,88270,,0.0,0,,RPXQMLKKPHNFFCB68CA
西屯區,房地(土地+建物),臺中市西屯區大洲街91~120號,22.34,住,,,1070501,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761201,90.39999999999999,4,0,4,有,無,6300000,69690,,0.0,0,,RPPNMLKKPHNFFCB57CA
西屯區,房地(土地+建物)+車位,臺中市西屯區逢大路61~90號,39.7,住,,,1070501,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940704,189.60000000000002,3,2,2,有,有,9000000,47468,坡道平面,0.0,0,,RPQOMLMKPHNFFCB97CA
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道四段1261~1290號,11.02,住,,,1070601,土地1建物1車位1,十八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990112,174.26,3,2,2,有,有,10300000,59107,坡道平面,27.55,0,,RPRQMLMKPHNFFCB28CA
西屯區,房地(土地+建物),臺中市西屯區長安路二段70巷1~30號,32.6,住,,,1070501,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720120,105.68,9,0,9,有,無,8200000,77593,,0.0,0,,RPTNMLQKPHNFFCB58CA
西屯區,房地(土地+建物),臺中市西屯區惠中路151~180號,51.0,商,,,1070501,土地1建物1車位0,一層，二層，三層，騎樓,三層,店面(店鋪),見其他登記事項,見其他登記事項,0610627,146.4,4,2,3,有,無,17000000,116120,,0.0,0,,RPURMLQJPHNFFCB98CA
南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段211~240號,11.69,住,,,1070601,土地1建物1車位1,三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841024,153.07999999999998,3,2,2,有,有,8800000,57486,坡道平面,0.0,1200000,,RPPSMLQJPHNFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路211~240號,16.13,住,,,1070401,土地1建物1車位1,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031113,175.67000000000002,3,2,2,有,有,8500000,48386,坡道平面,40.26,0,,RPXNMLTJPHNFFCB56CA
南屯區,房地(土地+建物),臺中市南屯區永春東路121~150號,131.52,住,,,1070501,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0840505,319.87,6,2,6,有,無,30000000,93788,,0.0,0,頂樓增建,RPOOMLTJPHNFFCB38CA
南屯區,房地(土地+建物)+車位,臺中市南屯區公益路二段181~210號,15.8,商,,,1070601,土地1建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841128,227.0,3,2,2,有,有,11000000,48458,坡道平面,0.0,0,,RPTOMLOJPHNFFCB38CA
南屯區,房地(土地+建物),臺中市南屯區干城街202巷1弄1~30號,52.0,住,,,1070501,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0640806,61.6,4,3,2,有,無,10000000,162338,,0.0,0,,RPXPMLPJPHNFFCB98CA
西屯區,房地(土地+建物),臺中市西屯區福上巷241~270號,4.03,住,,,1070601,土地1建物1車位0,二層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0780524,21.630000000000003,0,0,0,無,有,1000000,46232,,0.0,0,,RPPOMLLJPHNFFCB67CA
西屯區,房地(土地+建物),臺中市西屯區天保街47巷1~30號,27.38,住,,,1070501,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740114,80.25,3,2,1,有,無,3800000,47352,,0.0,0,,RPSNMLLJPHNFFCB87CA
西屯區,房地(土地+建物)+車位,臺中市西屯區大墩十八街121~150號,19.84,住,,,1070501,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830108,121.75999999999999,3,2,2,有,有,6360000,52234,升降機械,0.0,500000,,RPSVMLTLOHNFFCB96CA
西屯區,房地(土地+建物),臺中市西屯區國安一路233巷1~30號,27.34,住,,,1070501,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0850923,130.41,3,2,2,有,有,5200000,39874,,0.0,0,,RPQNMLKMOHNFFCB77CA
西屯區,房地(土地+建物),臺中市西屯區福科路391~420號,11.84,住,,,1070601,土地2建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820817,117.05,3,2,2,有,有,6500000,55532,,0.0,0,,RPSNMLKMOHNFFCB97CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福林路361~390號,13.97,住,,,1070501,土地1建物1車位1,一層，二層，三層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980324,162.98000000000002,0,3,2,有,有,19500000,119647,坡道平面,21.71,0,,RPQNMLOJPHNFFCB97CA
南屯區,房地(土地+建物)+車位,臺中市南屯區公益路二段601~630號,13.73,住,,,1070501,土地1建物1車位1,九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860715,190.75,4,2,2,有,有,11920000,62490,坡道平面,23.51,0,,RPXOMLMJPHNFFCB58CA
西屯區,房地(土地+建物),臺中市西屯區至善路61~90號,11.56,住,,,1070601,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840830,121.44,3,2,2,有,有,6700000,55171,,0.0,0,,RPXPMLTLOHNFFCB86CA
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路二段249之9巷1弄1~30號,11.21,商,,,1070601,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840215,113.28,3,2,2,有,有,5850000,51642,坡道機械,0.0,0,,RPROMLTLOHNFFCB78CA
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北一路241~270號,10.65,商,,,1070501,土地1建物1車位1,二十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,144.76999999999998,2,2,2,有,有,11700000,80818,坡道平面,34.86,0,,RPPOMLTLOHNFFCB58CA
西屯區,土地,西屯段2461~2490地號,4.04,其他,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1270352,314444,,0.0,0,,RPPPMLSLOHNFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路211~240號,16.13,住,,,1070601,土地1建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031113,175.67000000000002,3,2,2,有,有,11200000,63756,坡道平面,40.26,0,,RPUUMLTLOHNFFCB07CA
北區,房地(土地+建物),臺中市北區梅川西路三段39巷1~30號,17.12,住,,,1070501,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880908,140.51,3,2,2,有,有,7150000,50886,,0.0,0,,RPSNMLLLPHNFFBB97CA
北屯區,房地(土地+建物)+車位,臺中市北屯區旅順路一段91~120號,38.66,住,,,1070601,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801212,250.0,4,2,2,有,有,9000000,36000,坡道平面,0.0,0,,RPWOMLRLPHNFFBB09CA
北屯區,土地,松竹段31~60地號,1732.0,住,,,1070401,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,261965000,151250,,0.0,0,,RPRNMLNLPHNFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區漢口路五段121~150號,263.18,住,,,1070401,土地1建物1車位5,一層，二層，三層，騎樓，地下一層，見其他登記事項,三層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050923,899.13,0,0,0,無,有,70000000,83330,坡道平面,137.1,6500000,,RPXOMLPLPHNFFBB98CA
北屯區,土地,大昌段751~780地號,18714.75,農,,,1070201,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22644800,1210,,0.0,0,"本案賣清案件,買方另付增值稅49390元",RPURMLSKPHNFFBB56CA
北區,土地,錦村段181~210地號,49.5,住,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,80808,,0.0,0,,RPUNNLLKPHNFFBB18CA
北屯區,房地(土地+建物)+車位,臺中市北屯區興安路二段461巷1~30號,22.36,住,,,1070501,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830630,148.85,3,2,2,有,有,6500000,43668,坡道平面,0.0,0,,RPSNMLRJPHNFFBB38CA
北區,房地(土地+建物),臺中市北區青島路一段26巷1~30號,32.72,住,,,1070601,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730301,101.59,3,2,2,有,無,4350000,42819,,0.0,0,,RPPNMLSJPHNFFBB18CA
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段241~270號,27.35,住,,,1070501,土地1建物1車位2,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020705,294.81,4,2,2,有,有,20800000,70554,坡道平面,42.98,0,,RPWNMLRJPHNFFBB78CA
北區,房地(土地+建物)+車位,臺中市北區綏遠路一段1~30號,19.55,住,,,1070601,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851029,138.99,3,2,2,有,有,6900000,49644,坡道機械,0.0,0,,RPPNMLTJPHNFFBB28CA
北屯區,房地(土地+建物),臺中市北屯區安順東八街31~60號,196.16,住,,,1070501,土地3建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0750522,204.81,5,3,3,有,無,21000000,102534,,0.0,0,,RPRRMLKKPHNFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福十八路91~120號,28.91,住,,,1070601,土地3建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061208,145.54000000000002,2,2,2,有,有,10900000,74894,坡道平面,0.0,0,,RPPQMLKKPHNFFBB77CA
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福十八路91~120號,26.83,住,,,1070501,土地3建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061208,133.13,2,2,1,有,有,8250000,61970,坡道平面,0.0,0,,RPRQMLKKPHNFFBB97CA
北屯區,房地(土地+建物),臺中市北屯區東山路二段157巷121~150號,200.98,住,,,1070601,土地1建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,0880125,206.56,3,2,3,有,有,9960000,48218,,0.0,0,,RPRRMLPJPHNFFBB48CA
北屯區,房地(土地+建物)+車位,臺中市北屯區昌平路二段50之6巷1~30號,6.14,商,,,1070601,土地2建物1車位1,十二層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0801228,48.7,1,1,1,有,有,2300000,47228,升降平面,0.0,0,,RPSSMLPJPHNFFBB68CA
北區,房地(土地+建物),臺中市北區精武路331~360號,28.59,其他,,,1070601,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0741209,293.26,1,1,1,有,有,12180000,41533,,0.0,0,,RPQQMLOJPHNFFBB18CA
北區,房地(土地+建物)+車位,臺中市北區西屯路一段211~240號,45.78,住,,,1040601,土地1建物1車位4,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061218,361.5,4,2,2,有,有,24450000,67635,坡道平面,0.0,0,,RPTQMLOJPHNFFBB48CA
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段421~450號,21.02,住,,,1070501,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030923,145.82,3,2,2,有,有,7080000,48553,坡道機械,14.73,0,,RPSPMLOJPHNFFBB28CA
北區,房地(土地+建物),臺中市北區五常街361~390號,2.67,商,,,1070601,土地1建物1車位0,十三層,十七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0971128,30.130000000000003,1,1,1,有,有,2650000,87952,,0.0,0,,RPSRMLOJPHNFFBB48CA
北區,房地(土地+建物)+車位,臺中市北區東成路47巷1~30號,16.77,住,,,1070501,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821028,123.42,3,2,2,有,有,5200000,42133,坡道平面,0.0,0,,RPSNMLMJPHNFFBB87CA
北區,房地(土地+建物),臺中市北區陝西路5巷1~30號,28.15,住,,,1070501,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0751103,117.34,3,2,2,有,有,5500000,46872,,0.0,0,,RPTQMLMJPHNFFBB28CA
北區,房地(土地+建物),臺中市北區進化北路241~270號,4.4,住,,,1070501,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821014,46.989999999999995,1,0,1,有,有,1660000,35327,,0.0,0,,RPVQMLMJPHNFFBB48CA
北屯區,房地(土地+建物),臺中市北屯區和祥六街31~60號,118.47,住,,,1070301,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1060622,283.42,6,3,7,有,有,25000000,88208,,0.0,0,,RPXQMLMJPHNFFBB68CA
北屯區,房地(土地+建物),臺中市北屯區崇德九路391~420號,76.09,住,,,1070501,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0910612,213.76,4,3,4,有,無,20200000,94499,,0.0,0,,RPORMLMJPHNFFBB87CA
北區,房地(土地+建物),臺中市北區健行路86巷7弄31~60號,127.0,住,,,1070501,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0840615,253.49,3,4,4,有,無,16280000,64223,,0.0,0,,RPPRMLMJPHNFFBB97CA
北屯區,房地(土地+建物)+車位,臺中市北屯區興安路二段461巷58弄1~30號,21.25,住,,,1070601,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841218,143.8,3,2,2,有,有,6900000,47983,坡道平面,0.0,0,,RPQRMLMJPHNFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福七路31~60號,20.77,住,,,1070601,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001111,124.95,2,2,1,有,有,5800000,46419,坡道平面,30.5,0,,RPSQMLNJPHNFFBB28CA
北屯區,房地(土地+建物)+車位,臺中市北屯區柳陽西街93巷1~30號,10.52,住,,,1070501,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840814,100.15,3,2,1,有,有,4750000,47434,坡道平面,0.0,0,,RPSPMLNJPHNFFBB18CA
北屯區,土地,大貴段151~180地號,1726.18,住,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12500000,7241,,0.0,0,,RPWPMLNJPHNFFBB58CA
北屯區,房地(土地+建物)+車位,臺中市北屯區山西路二段211~240號,26.47,住,,,1070501,土地2建物2車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830718,251.55,6,2,2,有,有,9500000,37766,坡道機械,0.0,0,,RPSOMLNJPHNFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區文昌三街61~90號,13.7,住,,,1070501,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800703,120.34,3,2,2,有,有,4760000,39555,升降平面,12.02,0,含增建或未登記建物。,RPWPMLMJPHNFFBB48CA
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段721~750號,30.0,住,,,1070601,土地1建物1車位2,十一層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,0790817,301.76,0,0,0,無,有,10800000,35789,坡道平面,64.64,0,,RPXPMLMJPHNFFBB58CA
北區,房地(土地+建物),臺中市北區五常街361~390號,2.86,住,,,1070601,土地1建物1車位0,十三層,十七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0971128,30.130000000000003,1,1,1,有,有,2400000,79655,,0.0,0,,RPUQMLTLOHNFFBB56CA
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德六路1~30號,22.32,住,,,1070501,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820831,133.68,3,2,2,有,有,6700000,50120,坡道機械,0.0,0,,RPQNMLKMOHNFFBB67CA
北區,房地(土地+建物),臺中市北區東光東街61~90號,4.84,住,,,1070601,土地1建物1車位0,四層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0831214,38.269999999999996,1,1,1,有,有,900000,23517,,0.0,0,,RPWNMLMJPHNFFBB28CA
北屯區,土地,同榮段601~630地號,496.0,住,,,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,28132000,56718,,0.0,0,,RPTPMLSLOHNFFBB88CA
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段421~450號,20.81,住,,,1070501,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030923,144.46,3,2,2,有,有,7430000,51433,坡道機械,0.0,0,,RPUQMLSLOHNFFBB09CA
南區,房地(土地+建物)+車位,臺中市南區復興路二段151~180號,27.3,住,,,1070501,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040731,160.64999999999998,3,2,2,有,有,11500000,71584,坡道平面,26.84,0,,RPRNMLTKPHNFFAB48CA
西區,房地(土地+建物),臺中市西區向上北路262巷1~30號,21.12,住,,,1070601,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0680117,52.32,1,1,1,有,無,2060000,39373,,0.0,0,,RPOSMLTKPHNFFAB68CA
西區,土地,後子段211~240地號,55.67,住,,,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15156000,272247,,0.0,0,,RPWQMLSKPHNFFAB56CA
南區,房地(土地+建物),臺中市南區美村南路191巷1~30號,87.3,住,,,1070501,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0920918,221.82,4,2,3,有,無,16000000,72131,,0.0,0,,RPQNMLQKPHNFFAB08CA
