鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
中壢區,土地,自立段1261~1290地號,3.1,住,,,1060621,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,129032,,0.0,0,,RPQTMLMJPHNFFBH98DA
八德區,土地,豐田段1051~1080地號,37.15,住,,,1070611,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2300000,61911,,0.0,0,土地上有一未保存建物,RPXNMLQKPHNFFFH37DA
八德區,房地(土地+建物),桃園市八德區中興街1~30號,23.1,住,,,1070523,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830826,136.6,4,2,2,有,有,4450000,32577,,0.0,0,,RPROMLPJPHNFFFH66DA
觀音區,房地(土地+建物),桃園市觀音區草漯里莊敬路481~510號,33.34,住,,,1070622,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060926,69.85,2,1,1,有,有,3500000,50107,,0.0,0,,RPQQMLQKPHNFFBH56DA
大溪區,房地(土地+建物),桃園市大溪區自強街61~90號,67.94,住,,,1070320,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0681113,118.92,3,2,2,有,無,5000000,42045,,0.0,0,,RPPPMLQKPHNFFCH09DA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區延平路二段239巷1~30號,15.42,商,,,1070528,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010406,122.87,2,2,1,有,有,5400000,49256,坡道平面,33.54,1000000,,RPVNMLPJPHNFFGH07DA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區振平街139巷1~30號,28.9,住,,,1070611,土地1建物1車位2,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030721,205.05,3,2,2,有,有,9700000,55346,坡道平面,74.96,2500000,,RPTNMLKKPHNFFGH09DA
桃園區,房地(土地+建物)+車位,桃園市桃園區中山路751~780號,12.21,住,,,1070524,土地1建物1車位2,二十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881201,196.4,3,2,2,有,有,9380000,47760,坡道平面,52.7,0,,RPRNMLOLPHNFFAH88EA
中壢區,房地(土地+建物),桃園市中壢區永康三街1~30號,18.83,住,,,1070605,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780315,66.85,3,2,1,有,無,4000000,59835,,0.0,0,,RPXRMLMJPHNFFBH96EA
中壢區,房地(土地+建物),桃園市中壢區延平路90巷91~120號,17.1,住,,,1070530,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830312,112.29,3,2,2,有,有,4500000,40075,,0.0,0,,RPQOMLKKPHNFFBH48EA
楊梅區,房地(土地+建物),桃園市楊梅區秀才路301~330號,130.96,農,,,1070606,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,,77.32,0,0,0,無,無,12000000,155199,,0.0,0,,RPTNMLNJPHNFFDH88CA
楊梅區,房地(土地+建物),桃園市楊梅區民族路五段147巷14弄31~60號,85.04,住,,,1070427,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0700108,92.46,4,2,2,有,無,4950000,53537,,0.0,0,,RPSOMLMJPHNFFDH78CA
楊梅區,房地(土地+建物),桃園市楊梅區三民路二段96巷1~30號,20.63,,山坡地保育區,丙種建築用地,1070523,土地3建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850603,58.83,1,2,1,有,有,1800000,30597,,0.0,0,,RPVOMLMJPHNFFDH09CA
新屋區,土地,中興段1051~1080地號,119.9,住,,,1070522,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5330000,44454,,0.0,0,,RPVNMLMJPHNFFDH98CA
楊梅區,土地,高雙段181~210地號,814.12,,特定農業區,農牧用地,1070522,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,5527,,0.0,0,,RPOOMLMJPHNFFDH38CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街368巷31~60號,21.31,住,,,1070619,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060802,152.14,3,2,2,有,有,6200000,41514,坡道平面,31.7,1200000,,RPQNMLQJPHNFFDH88CA
楊梅區,土地,草湳坡段埔心小段1~30地號,181.0,住,,,1070509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,66298,,0.0,0,未保存登記建物面積149.70平方公尺,RPRPMLOJPHNFFDH98CA
楊梅區,房地(土地+建物),桃園市楊梅區高鵬路1~30號,36.12,,鄉村區,乙種建築用地,1070514,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930113,113.97999999999999,3,2,2,有,有,3150000,27636,,0.0,0,,RPUOMLOJPHNFFDH56CA
新屋區,土地,社子段31~60地號,1091.58,,特定農業區,丁種建築用地,1070226,土地11建物0車位0,,,其他,,,,0.0,0,0,0,有,無,35000000,32064,,0.0,0,,RPPPMLOJPHNFFDH78CA
新屋區,土地,吉祥段151~180地號,7.44,,特定農業區,農牧用地,1070619,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23000,3091,,0.0,0,,RPPOMLNKPHNFFDH68CA
楊梅區,房地(土地+建物),桃園市楊梅區蘋果路91~120號,103.33,工,,,1070519,土地2建物3車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0960612,156.1,4,2,3,有,有,6250000,40038,,0.0,0,,RPQNMLOLPHNFFDH88CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區瑞溪路一段182巷1~30號,20.98,住,,,1070510,土地1建物1車位1,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850710,106.50999999999999,3,2,2,有,有,3580000,33612,坡道平面,0.0,0,,RPRNMLOLPHNFFDH98CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區東森路55巷1~30號,102.19,,山坡地保育區,丙種建築用地,1070505,土地4建物1車位1,一層，二層，地下一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0960315,182.38,3,2,3,有,有,8700000,47703,坡道平面,0.0,0,,RPQNMLQLPHNFFDH09CA
楊梅區,土地,草湳坡段埔心小段31~60地號,99.28,住,,,1070606,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7488041,75423,,0.0,0,,RPSOMLQLPHNFFDH76CA
楊梅區,土地,草湳坡段埔心小段1~30地號,4228.72,住,,,1070606,土地12建物0車位0,,,其他,,,,0.0,0,0,0,有,無,318971079,75430,,0.0,0,,RPTOMLQLPHNFFDH86CA
楊梅區,土地,草湳坡段埔心小段31~60地號,569.0,住,,,1070615,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,42284051,74313,,0.0,0,,RPUOMLQLPHNFFDH96CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區新農街631~660號,20.45,住,,,1070606,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030107,150.62,3,2,1,有,有,4900000,32532,坡道平面,40.11,0,,RPROMLKLPHNFFDH68CA
蘆竹區,土地,內興段961~990地號,63.63,農,,,1070614,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1300000,20431,,0.0,0,,RPTNMLTLOHNFFEH07CA
大園區,建物,桃園市大園區溪海路541~570號,0.0,,,,1070528,土地0建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,0970822,305.05,5,2,3,有,無,2200000,7212,,0.0,0,二親等買賣,RPQNMLOJPHNFFEH78CA
大園區,土地,沙崙段沙崙小段751~780地號,2330.0,,一般農業區,農牧用地,1070523,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,53566300,22990,,0.0,0,,RPRNMLMJPHNFFEH68CA
蘆竹區,房地(土地+建物),桃園市蘆竹區文新街346巷246弄1~30號,187.29,農,,,1070508,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1060508,325.18,4,3,5,有,有,22350000,68731,,0.0,0,,RPVNMLRKPHNFFEH07CA
蘆竹區,房地(土地+建物),桃園市蘆竹區文新街346巷246弄1~30號,137.83,農,,,1070402,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1060508,317.81,4,3,5,有,有,20000000,62931,,0.0,0,,RPWNMLRKPHNFFEH17CA
大園區,車位,桃園市大園區高鐵南路一段31~60號,0.55,住,,,1070614,土地0建物0車位1,地下一層,二十二層,其他,見其他登記事項,鋼筋混凝土造,1060815,35.91,0,0,0,有,有,1150000,,坡道平面,35.91,1150000,,RPPNMLTKPHNFFEH66CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中興路553巷1~30號,53.93,,特定農業區,甲種建築用地,1070602,土地2建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040324,172.32,3,2,2,有,有,7580000,43988,坡道平面,46.65,0,,RPXNMLKKPHNFFEH56CA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大新一街118巷1~30號,20.84,住,,,1070529,土地1建物1車位1,十一層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050929,141.59,2,1,1,有,有,7700000,54382,坡道平面,29.17,0,,RPUPMLMKPHNFFEH66CA
大園區,房地(土地+建物),桃園市大園區崁下61~90號,64.0,,一般農業區,甲種建築用地,1070511,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0691110,83.1,4,2,2,有,無,4800000,57762,,0.0,0,,RPPNMLQJPHNFFEH88CA
大園區,土地,客運一段151~180地號,1640.04,商,,,1070517,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,77800000,47438,,0.0,0,,RPSNMLPJPHNFFEH09CA
大園區,房地(土地+建物)+車位,桃園市大園區崙后路668巷1~30號,69.64,,特定農業區,甲種建築用地,1070604,土地1建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1070124,171.56,4,3,4,有,有,12500000,72861,一樓平面,0.0,0,,RPVOMLNLPHNFFEH86CA
大園區,土地,聖德段361~390地號,18.73,,特定農業區,水利用地,1060725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,73077,3902,,0.0,0,,RPUQMLKLPHNFFEH66CA
八德區,房地(土地+建物),桃園市八德區義勇街121~150號,21.6,住,,,1070519,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860305,111.36999999999999,3,2,2,有,有,5550000,49834,,0.0,0,,RPRNMLMJPHNFFFH78CA
八德區,房地(土地+建物)+車位,桃園市八德區國豐六街31~60號,25.78,住,,,1070402,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040720,159.61,3,2,2,有,有,8750000,54571,坡道平面,25.84,1450000,,RPPNMLNJPHNFFFH68CA
八德區,房地(土地+建物)+車位,桃園市八德區國豐六街1~30號,26.1,住,,,1070408,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040720,161.81,3,2,2,有,有,8760000,54497,坡道平面,25.84,1350000,,RPQNMLNJPHNFFFH78CA
八德區,房地(土地+建物)+車位,桃園市八德區國豐六街31~60號,20.13,住,,,1070408,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040720,124.76,2,2,1,有,有,6760000,54691,坡道平面,25.84,1350000,,RPRNMLNJPHNFFFH88CA
八德區,房地(土地+建物),桃園市八德區國豐六街31~60號,15.96,住,,,1070507,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040720,98.91000000000001,2,2,1,有,有,5400000,54595,,0.0,0,,RPSNMLNJPHNFFFH98CA
八德區,房地(土地+建物)+車位,桃園市八德區國豐六街31~60號,25.89,住,,,1070516,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040720,160.51999999999998,3,2,2,有,有,8700000,55316,坡道平面,25.84,1250000,,RPTNMLNJPHNFFFH09CA
八德區,房地(土地+建物)+車位,桃園市八德區金和路1~30號,16.19,商,,,1070107,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050412,213.98000000000002,3,2,2,有,有,15530000,75674,坡道平面,19.99,850000,,RPUNMLNJPHNFFFH56CA
八德區,房地(土地+建物)+車位,桃園市八德區國豐六街31~60號,25.89,住,,,1070521,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040720,160.51999999999998,3,2,2,有,有,8600000,54574,坡道平面,25.84,1250000,,RPWNMLNJPHNFFFH76CA
八德區,房地(土地+建物),桃園市八德區銀和街71巷1~30號,18.08,住,,,1070521,土地1建物2車位0,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0870729,147.44,4,2,2,有,有,6500000,44083,,0.0,0,,RPQNMLQLPHNFFFH66CA
八德區,房地(土地+建物)+車位,桃園市八德區廣興路31~60號,26.05,商,,,1070520,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040125,181.82,2,2,2,有,有,8500000,52872,坡道平面,37.13,850000,,RPUNMLQLPHNFFFH07CA
八德區,房地(土地+建物),桃園市八德區桃鶯路南僑巷32弄1~30號,34.58,,鄉村區,乙種建築用地,1070512,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0820106,93.1,3,2,2,有,無,4250000,45650,,0.0,0,,RPPNMLLKPHNFFFH58CA
八德區,土地,大福段151~180地號,7.0,住,,,1070515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,376077,53725,,0.0,0,,RPSPMLOJPHNFFFH66CA
八德區,房地(土地+建物)+車位,桃園市八德區廣興路31~60號,26.06,商,,,1070607,土地1建物1車位2,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040125,218.94,2,2,2,有,有,9700000,53912,坡道平面,74.26,1900000,,RPQOMLOJPHNFFFH98CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路461巷151~180號,41.31,,鄉村區,乙種建築用地,1070609,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070501,191.45,3,1,2,有,有,8800000,48470,坡道平面,26.4,800000,,RPWOMLQLPHNFFCH07CA
龍潭區,房地(土地+建物),桃園市龍潭區民治十二街1~30號,103.96,住,,,1070609,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0950704,239.34,4,2,3,有,有,8950000,37395,,0.0,0,,RPPNMLTLPHNFFCH56CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區龍平路1107巷31~60號,14.06,,一般農業區,甲種建築用地,1070603,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060711,134.10999999999999,2,2,1,有,無,5000000,36063,坡道平面,24.58,1050000,,RPXNMLSKPHNFFCH17CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區龍平路1107巷31~60號,17.24,,一般農業區,甲種建築用地,1070614,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060711,167.98000000000002,3,2,2,有,無,7120000,41980,坡道平面,24.58,1100000,含裝潢65萬,RPOOMLSKPHNFFCH98CA
大溪區,土地,田心子段上田心子小段121~150地號,363.0,農,,,1070503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5100000,14050,,0.0,0,,RPSQMLSKPHNFFCH96CA
龍潭區,土地,龍吟段541~570地號,90.13,,一般農業區,農牧用地,1070527,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2400000,26628,,0.0,0,,RPUOMLMJPHNFFCH88CA
龍潭區,房地(土地+建物),桃園市龍潭區中興路513巷31~60號,66.6,,鄉村區,乙種建築用地,1070529,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0950920,202.69,4,2,2,有,無,8300000,40949,,0.0,0,,RPOOMLNKPHNFFCH48CA
龍潭區,房地(土地+建物),桃園市龍潭區百年路31~60號,25.14,,鄉村區,乙種建築用地,1070524,土地2建物3車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860626,81.46000000000001,2,2,1,有,有,2880000,35355,,0.0,0,,RPRNMLPKPHNFFCH88CA
龍潭區,房地(土地+建物),桃園市龍潭區民強街31~60號,12.47,其他,,,1070621,土地2建物1車位0,二層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0870407,49.1,1,1,1,有,有,1400000,28513,,0.0,0,,RPQQMLRKPHNFFCH66CA
龍潭區,房地(土地+建物),桃園市龍潭區聖亭路300巷101弄31~60號,94.17,,一般農業區,甲種建築用地,1070522,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0701231,88.8,3,1,2,有,無,5800000,65315,,0.0,0,,RPTQMLRKPHNFFCH96CA
大溪區,土地,大鶯段1051~1080地號,845.1,,鄉村區,乙種建築用地,1070426,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30600000,36209,,0.0,0,,RPQOMLOJPHNFFCH68CA
中壢區,房地(土地+建物)+車位,桃園市中壢區元化路215巷1~30號,3.46,商,,,1070611,土地2建物1車位1,十層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0890801,37.900000000000006,1,1,1,有,有,2320000,61214,坡道機械,6.69,0,,RPTNMLKMPHNFFBH68CA
中壢區,房地(土地+建物),桃園市中壢區臺貿二街16巷1~30號,77.25,住,,,1070524,土地3建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0960321,244.19,3,3,4,有,無,10400000,42590,,0.0,0,,RPOOMLKMPHNFFBH28CA
中壢區,房地(土地+建物),桃園市中壢區高鐵南路四段330巷29弄1~30號,132.32,,特定農業區,甲種建築用地,1070521,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1031125,407.88,5,2,4,有,有,21980000,53888,,0.0,0,,RPRPMLKMPHNFFBH68CA
中壢區,房地(土地+建物),桃園市中壢區成章二街181~210號,36.52,其他,,,1070516,土地1建物1車位0,一層，騎樓,四層,店面(店鋪),住家用,鋼筋混凝土造,0701103,108.18,2,0,1,有,無,11680000,107968,,0.0,0,,RPORMLOLPHNFFBH88CA
中壢區,房地(土地+建物),桃園市中壢區復華九街1~30號,34.5,住,,,1070304,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690415,67.92,3,2,1,有,無,2850000,41961,,0.0,0,,RPORMLPLPHNFFBH98CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勤路121~150號,23.74,住,,,1070415,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,164.51,3,2,2,有,有,7100000,46707,坡道平面,39.26,1250000,,RPUSMLPLPHNFFBH07CA
中壢區,房地(土地+建物),桃園市中壢區興仁路二段297巷1~30號,20.23,住,,,1070601,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820818,111.38000000000001,3,2,2,有,無,3500000,31424,,0.0,0,,RPSNMLNLPHNFFBH78CA
觀音區,土地,工業區段二小段31~60地號,1547.0,,工業區,丁種建築用地,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,65515000,42350,,0.0,0,,RPQVMLRKPHNFFBH07CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勤路121~150號,23.74,住,,,1070513,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,164.51,3,2,2,有,有,7250000,47106,坡道平面,39.26,1350000,,RPPSMLNKPHNFFBH88CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勇路181~210號,15.61,住,,,1070421,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,121.63,2,1,1,有,有,5090000,46619,坡道平面,39.26,1250000,,RPRSMLNKPHNFFBH09CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勇路181~210號,30.37,住,,,1070508,土地1建物1車位1,一層，見其他登記事項,十四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070402,199.49,0,0,0,無,有,18310000,105848,坡道平面,39.26,1350000,,RPSSMLNKPHNFFBH56CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勤路121~150號,23.74,住,,,1070416,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,164.51,3,2,2,有,有,7100000,46707,坡道平面,39.26,1250000,,RPTSMLNKPHNFFBH66CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勤路121~150號,15.61,住,,,1070414,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,119.59,2,1,1,有,有,4900000,45537,坡道平面,37.24,1150000,,RPVSMLNKPHNFFBH86CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勤路121~150號,15.61,住,,,1070415,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,121.62,2,1,1,有,有,5000000,45532,坡道平面,39.26,1250000,,RPWSMLNKPHNFFBH96CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勇路181~210號,15.61,住,,,1070415,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,121.63,2,1,1,有,有,5070000,46376,坡道平面,39.26,1250000,,RPXSMLNKPHNFFBH07CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勇路181~210號,15.61,住,,,1070413,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,121.63,2,1,1,有,有,4850000,47954,坡道平面,39.26,900000,,RPOTMLNKPHNFFBH88CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勇路181~210號,23.86,住,,,1070422,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,165.2,3,2,2,有,有,7300000,47483,坡道平面,39.26,1320000,,RPPTMLNKPHNFFBH98CA
中壢區,房地(土地+建物)+車位,桃園市中壢區松勤路121~150號,23.74,住,,,1070420,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070402,164.51,3,2,2,有,有,7380000,49182,坡道平面,39.26,1220000,,RPQTMLNKPHNFFBH09CA
中壢區,房地(土地+建物),桃園市中壢區永康二街31~60號,25.71,住,,,1070508,土地1建物1車位0,七層，八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850919,131.85999999999999,4,1,2,有,無,6000000,45503,,0.0,0,,RPTNMLNKPHNFFBH78CA
中壢區,房地(土地+建物),桃園市中壢區忠孝路331~360號,11.33,住,,,1070526,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930701,69.11,2,1,1,有,有,3300000,47750,,0.0,0,,RPSQMLMKPHNFFBH88CA
中壢區,房地(土地+建物),桃園市中壢區龍安五街121~150號,13.67,住,,,1070522,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890120,101.0,3,2,2,有,有,4300000,42574,,0.0,0,,RPUNMLMKPHNFFBH78CA
中壢區,房地(土地+建物)+車位,桃園市中壢區七和一街91~120號,24.95,住,,,1070512,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070316,180.77,3,2,2,有,有,18640000,117743,坡道平面,34.35,1400000,,RPVPMLNKPHNFFBH56CA
中壢區,房地(土地+建物)+車位,桃園市中壢區中山東路一段223巷89弄1~30號,28.2,住,,,1070523,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0830804,132.06,4,0,4,有,有,4000000,30289,坡道平面,0.0,0,,RPSQMLNKPHNFFBH98CA
中壢區,房地(土地+建物),桃園市中壢區實踐路211~240號,4.48,住,,,1070611,土地1建物1車位0,二層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0930410,31.67,1,1,1,有,有,1720000,54310,,0.0,0,,RPUTMLMJPHNFFBH66CA
中壢區,房地(土地+建物)+車位,桃園市中壢區環西路二段300巷1~30號,7.03,住,,,1070531,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000628,99.09,2,2,1,有,無,6250000,63074,坡道平面,15.52,0,,RPVTMLMJPHNFFBH76CA
中壢區,房地(土地+建物),桃園市中壢區光輝街61~90號,151.93,住,,,1070603,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0970123,359.14,5,2,4,有,無,25200000,70168,,0.0,0,,RPPNMLNJPHNFFBH28CA
觀音區,土地,新張段31~60地號,837.93,,特定農業區,農牧用地,1061109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,280000,334,,0.0,0,375租約及持分地買賣,RPVNMLNJPHNFFBH88CA
中壢區,房地(土地+建物),桃園市中壢區吉利一街31~60號,24.8,,工業區,丁種建築用地,1070506,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710818,90.27,3,1,1,有,無,3100000,34341,,0.0,0,,RPWOMLNJPHNFFBH09CA
